AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA,Alunni,Full Address,Latitude,Longitude,ORDINESCUOLA
NORD OVEST,LIGURIA,GENOVA,GEIC86900Q,I.C. BUSALLA/CASELLA,GEEE86901T,SCUOLA PRIMARIA DI BUSALLA,VIA MARTIRI DI VOLTAGGIO 1,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivochiavari.edu.it,NO,,"VIA MARTIRI DI VOLTAGGIO 1, GENOVA",44.5736213,8.9427927,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS00100N,ISTITUTO G. DA VIGO - NICOLOSO DA RECCO,GEPC001011,LICEO DA VIGO - RAPALLO,VIA DON MINZONI 1,Non Disponibile,GEIS00100N@istruzione.it,Non Disponibile,www.liceodavigonicoloso.gov.it,NO,446,"VIA DON MINZONI 1, GENOVA",44.348806,9.2354712,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00100N,ISTITUTO G. DA VIGO - NICOLOSO DA RECCO,GEPC001022,LICEO DA VIGO - CHIAVARI,CHIAVARI,Non Disponibile,GEIS00100N@istruzione.it,Non Disponibile,www.liceodavigonicoloso.gov.it,NO,332,"CHIAVARI, GENOVA",44.3166526,9.3199788,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00100N,ISTITUTO G. DA VIGO - NICOLOSO DA RECCO,GEIS00100N,ISTITUTO G. DA VIGO - NICOLOSO DA RECCO,VIA DON MINZONI 1,Non Disponibile,GEIS00100N@istruzione.it,geis00100n@pec.istruzione.it,www.davigonicoloso.edu.it,NO,,"VIA DON MINZONI 1, GENOVA",44.348806,9.2354712,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS00100N,ISTITUTO G. DA VIGO - NICOLOSO DA RECCO,GEPS001014,LICEO DA VIGO - RECCO,VIA G.MARCONI 41,Non Disponibile,GEIS00100N@istruzione.it,Non Disponibile,www.liceodavigonicoloso.gov.it,NO,400,"VIA G.MARCONI 41, GENOVA",44.4058632,8.6738719,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS003009,I.I.S. E. MONTALE-NUOVO I.P.C,GERC003018,I.P.S.C.T. - NUOVO IST. PROF. COMM.LE,VIA TIMAVO 63,Non Disponibile,GEIS003009@istruzione.it,Non Disponibile,www.iscsmontalegenova.it,NO,278,"VIA TIMAVO 63, GENOVA",44.4036458,8.9859649,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS003009,I.I.S. E. MONTALE-NUOVO I.P.C,GETD00301G,I.T.S. - E.MONTALE -,VIA TIMAVO 63,Non Disponibile,GEIS003009@istruzione.it,Non Disponibile,www.iscsmontalegenova.it,NO,1036,"VIA TIMAVO 63, GENOVA",44.4036458,8.9859649,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS004005,I.I.S.S. EINAUDI-CASAREGIS-GALILEI,GERC00452E,CASAREGIS SERALE,PIAZZA SOPRANIS 5,Non Disponibile,GEIS004005@ISTRUZIONE.IT,Non Disponibile,WWW.ECG-GENOVA.GOV.IT,NO,610,"PIAZZA SOPRANIS 5, GENOVA",44.4161841,8.908726,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS004005,I.I.S.S. EINAUDI-CASAREGIS-GALILEI,GERC004014,I.P.S.C. - G. CASAREGIS,P.ZZA SOPRANIS 5,Non Disponibile,GEIS004005@istruzione.it,Non Disponibile,www.ecg-genova.edu.it,NO,542,"P.ZZA SOPRANIS 5, GENOVA",44.4161841,8.908726,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS004005,I.I.S.S. EINAUDI-CASAREGIS-GALILEI,GETF00401N,I.T.I. GALILEI,PIAZZA SOPRANIS 5,Non Disponibile,GEIS004005@istruzione.it,Non Disponibile,www.ecg-genova.edu.it,NO,296,"PIAZZA SOPRANIS 5, GENOVA",44.4161841,8.908726,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS004005,I.I.S.S. EINAUDI-CASAREGIS-GALILEI,GETD00401B,I.T.C. - L. EINAUDI,VIA P. CRISTOFOLI 4,Non Disponibile,GEIS004005@istruzione.it,Non Disponibile,www.ecg-genova.edu.it,NO,314,"VIA P. CRISTOFOLI 4, GENOVA",44.4148436,8.8896976,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GERC00603T,CASA CIRCONDARIALE DI MARASSI / RUFFINI,PIAZZALE MARASSI 2,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.vittorioemanueleruffini.it,NO,71,"PIAZZALE MARASSI 2, GENOVA",44.4179134,8.9511004,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GEPM006018,LICEO DELLE SCIENZE UMANE,LARGO ZECCA 4,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.ver.edu.it,NO,92,"LARGO ZECCA 4, GENOVA",44.4136777,8.9301376,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GERC006526,I.P.S.C.-J.RUFFINI/SERALE-,LARGO ZECCA 4,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.ver.edu.it,NO,405,"LARGO ZECCA 4, GENOVA",44.4136777,8.9301376,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GERC00602R,I.P.S. - J.RUFFINI -,LARGO ZECCA 4,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.vittorioemanueleruffini.it,NO,366,"LARGO ZECCA 4, GENOVA",44.4136777,8.9301376,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GETD006013,I.T.S. - VITTORIO EMANUELE II -,LARGO ZECCA 4,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.ver.edui.it,NO,472,"LARGO ZECCA 4, GENOVA",44.4136777,8.9301376,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GERC00601Q,CASA CIRCONDARIALE PONTEX /RUFFINI,VIA CONI ZUGNA 31,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.vittorioemanueleruffini.it,NO,26,"VIA CONI ZUGNA 31, GENOVA",44.498948,8.8967511,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00600R,IS VITTORIO EMANUELE II-RUFFINI,GETD00651C,I.T.C.S.- V.EMANUELE II/SERALE,LARGO ZECCA 4,Non Disponibile,GEIS00600R@istruzione.it,Non Disponibile,www.VER.EDU.it,NO,211,"LARGO ZECCA 4, GENOVA",44.4136777,8.9301376,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00700L,IS FIRPO-BUONARROTI,GEPM007014,LICEO ECONOMICO SOCIALE,VIA CANEVARI 51,Non Disponibile,GEIS00700L@ISTRUZIONE.IT,Non Disponibile,https//www.firpobuonarroti.edu.it,NO,228,"VIA CANEVARI 51, GENOVA",44.4155285,8.9509757,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00700L,IS FIRPO-BUONARROTI,GETL00751P,I.T.G.S.- M.BUONARROTI /SERALE,VIA CANEVARI 51,Non Disponibile,GEIS00700L@istruzione.it,Non Disponibile,www.firpobuonarroti@gov.it,NO,27,"VIA CANEVARI 51, GENOVA",44.4155285,8.9509757,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00700L,IS FIRPO-BUONARROTI,GETN00701R,I.T.E. - E.FIRPO -,VIA CANEVARI 51,Non Disponibile,GEIS00700L@istruzione.it,Non Disponibile,https//www.firpobuonarroti.gov.it,NO,437,"VIA CANEVARI 51, GENOVA",44.4155285,8.9509757,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS00700L,IS FIRPO-BUONARROTI,GETL007019,I.T.T. M.BUONARROTI -,VIA CANEVARI 51,Non Disponibile,GEIS00700L@istruzione.it,Non Disponibile,www.firpobuonarroti.edu.it,NO,164,"VIA CANEVARI 51, GENOVA",44.4155285,8.9509757,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GERA012036,MARSANO/ARENZANO,EX SCUOLA TERRALBA,Non Disponibile,GEIS012004@istruzione.it,Non Disponibile,www.iismarsano.edu.it,NO,168,"EX SCUOLA TERRALBA, GENOVA",44.407023,8.9507659,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GERA012014,IPSAA B.MARSANO,VIA ALLA SCUOLA DI AGRICOLTURA 9,Non Disponibile,GEIS012004@istruzione.it,Non Disponibile,www.iismarsano.edu.it,NO,202,"VIA ALLA SCUOLA DI AGRICOLTURA 9, GENOVA",44.3845726,9.0570009,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GERA012025,MARSANO/SAN COLOMBANO,VIA ASTE VITTORIO 1,Non Disponibile,GEIS012004@istruzione.it,Non Disponibile,www.marsano.it,NO,,"VIA ASTE VITTORIO 1, GENOVA",44.36801,9.3144829,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GERH012018,ENOGASTRONOMIA - S. COLOMBANO,VIA SARACCO 7,Non Disponibile,Non Disponibile,Non Disponibile,https//www.marcopolo.edu.it/,NO,104,"VIA SARACCO 7, GENOVA",44.536938,8.6992252,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GETA012021,IST.TEC.TECN. MARSANO/SAN COLOMBANO,VIA ASTE VITTORIO 1,Non Disponibile,GEIS012004@istruzione.it,Non Disponibile,www.marsano.it,NO,39,"VIA ASTE VITTORIO 1, GENOVA",44.36801,9.3144829,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS012004,B.MARSANO,GETA01201X,I.T.A. B. MARSANO,VIA ALLA SCUOLA DI AGRICOLTURA,Non Disponibile,GEIS012004@istruzione.it,Non Disponibile,www.iismarsano.edu.it,NO,167,"VIA ALLA SCUOLA DI AGRICOLTURA, GENOVA",44.3845681,9.0565049,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01300X,LICETI,GERI01350X,I.P.S.I.A. LICETI SERALE,Non Disponibile,Non Disponibile,GEIS01300X@ISTRUZIONE.IT,Non Disponibile,https//www.liceti.edu.it/,NO,19,"Non Disponibile, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01300X,LICETI,GEIS01300X,LICETI,PIAZZA E. BONTA' 8,Non Disponibile,GEIS01300X@istruzione.it,geis01300x@pec.istruzione.it,https//www.liceti.edu.it/,NO,,"PIAZZA E. BONTA' 8, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS01300X,LICETI,GETD01352L,LICETI SERALE,PIAZZA BONTA' 8,Non Disponibile,GEIS01300X@ISTRUZIONE.IT,Non Disponibile,www.iissliceti.it,NO,47,"PIAZZA BONTA' 8, GENOVA",44.3158788,9.3283946,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01300X,LICETI,GERI01301G,I.P.S.I.A. LICETI,PIAZZA E.BONTA' 8,Non Disponibile,GEIS01300X@istruzione.it,Non Disponibile,https//www.liceti.edu.it/,NO,73,"PIAZZA E.BONTA' 8, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01300X,LICETI,GETD013016,LICEO E ITS F. LICETI -,PIAZZA E.BONTA' 8,Non Disponibile,GEIS01300X@istruzione.it,Non Disponibile,https//www.liceti.edu.it/,NO,631,"PIAZZA E.BONTA' 8, GENOVA",44.4071448,8.9347381,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01400Q,I.S. I. CALVINO,GETF014018,LICEO E ITS I. CALVINO,VIA BORZOLI 21,Non Disponibile,GEIS01400Q@istruzione.it,Non Disponibile,www.calvino.ge.it,NO,1055,"VIA BORZOLI 21, GENOVA",44.4271713,8.8556165,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01600B,GASTALDI/ABBA,GEIS01600B,GASTALDI/ABBA,VIA DINO COL 32,Non Disponibile,GEIS01600B@istruzione.it,geis01600b@pec.istruzione.it,https//www.gastaldi-abba.edu.it,NO,943,"VIA DINO COL 32, GENOVA",44.4126553,8.9084044,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS01600B,GASTALDI/ABBA,GETF01601X,I.TECNICO GASTALDI/ABBA,VIA DINO COL 32,Non Disponibile,GEIS01600B@istruzione.it,Non Disponibile,https//www.gastaldi-abba.edu.it/,NO,952,"VIA DINO COL 32, GENOVA",44.4126553,8.9084044,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS017007,ISTITUTO OMNICOMPRENSIVO VALLESCRIVIA,GETF01701Q,I.I.S. PRIMO LEVI,CORSO TRENTO E TRIESTE 87,Non Disponibile,GEIS017007@istruzione.it,Non Disponibile,www.iovallescrivia.edu.it,NO,552,"CORSO TRENTO E TRIESTE 87, GENOVA",44.5863904,8.9372767,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS017007,ISTITUTO OMNICOMPRENSIVO VALLESCRIVIA,GEIS017007,ISTITUTO OMNICOMPRENSIVO VALLESCRIVIA,CORSO TRENTO E TRIESTE 87,GEIS017007,GEIS017007@istruzione.it,geis017007@pec.istruzione.it,www.iovallescrivia.edu.it,NO,,"CORSO TRENTO E TRIESTE 87, GENOVA",44.5863904,8.9372767,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS017007,ISTITUTO OMNICOMPRENSIVO VALLESCRIVIA,GEPS01701N,XXXXXXXXXXXX,XXXXXXXXXXXX,Non Disponibile,GEIS017007@istruzione.it,Non Disponibile,isprimolevi.it,NO,,"XXXXXXXXXXXX, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS018003,ISTITUTO MAJORANA/GIORGI,GETF01801G,LICEO E ITS MAJORANA/GIORGI,VIA S.ALLENDE 41,Non Disponibile,GEIS018003@istruzione.it,Non Disponibile,www.majorana-giorgi.edu.it,NO,1038,"VIA S.ALLENDE 41, GENOVA",44.4530129,8.9747646,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS018003,ISTITUTO MAJORANA/GIORGI,GETF018511,MAJORANA/GIORGI ISTRUZIONE ADULTI,VIA TIMAVO 63,Non Disponibile,GEIS018003@istruzione.it,Non Disponibile,www.majorana.gov.it/,NO,39,"VIA TIMAVO 63, GENOVA",44.4036458,8.9859649,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GETD019015,ITS AFM E CAT - GIANNINI,CORSO E.MILLO 1,Non Disponibile,Non Disponibile,Non Disponibile,www.itpchiavari.edu.it,NO,410,"CORSO E.MILLO 1, GENOVA",44.5007015,8.9032525,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GEIS01900V,IISS AMADEO PETER GIANNINI,CORSO MILLO 1,Non Disponibile,GEIS01900V@istruzione.it,geis01900v@pec.istruzione.it,www.itpchiavari.edu.it,NO,,"CORSO MILLO 1, GENOVA",44.4090877,8.9535708,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GERC01901T,IPSP CASA CIRC. DI CHIAVARI-GIANNINI,VIA GASOMETRO 1,Non Disponibile,GEIS01900V@istruzione.it,Non Disponibile,www.itpchiavari.edu.it,NO,10,"VIA GASOMETRO 1, GENOVA",44.3136627,9.328722,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GETF01901B,ITS GRAFICA E COMUNICAZIONE - GIANNINI,VIA CASTAGNOLA 11/15,Non Disponibile,GEIS01900V@istruzione.it,Non Disponibile,www.itpchiavari.edu.it,NO,205,"VIA CASTAGNOLA 11/15, GENOVA",44.3970882,8.9794291,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GERC01903X,I.P.S.C. CABOTO/S.MARGHERITA,VIA BUONINCONTRI 3,Non Disponibile,GEIS01900V@istruzione.it,Non Disponibile,www.itpchiavari.edu.it,NO,,"VIA BUONINCONTRI 3, GENOVA",44.3368714,9.2081244,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GERC01902V,IP SERV COMM E SOCIO SANIT - GIANNINI,VIA CASTAGNOLA 11/15,Non Disponibile,GEIS01900V@istruzione.it,Non Disponibile,www.itpchiavari.edu.it,NO,219,"VIA CASTAGNOLA 11/15, GENOVA",44.3970882,8.9794291,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GETD01951E,ITS AFM E CAT - GIANNINI/SERALE,CORSO E.MILLO 1,Non Disponibile,Non Disponibile,Non Disponibile,www.iissliceti.it,NO,16,"CORSO E.MILLO 1, GENOVA",44.5007015,8.9032525,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS01900V,IISS AMADEO PETER GIANNINI,GERC019528,IP COMM PUBL SANIT GIANNINI/SERALE,VIALE MILLO 1,Non Disponibile,GEIS01900V@istruzione.it,Non Disponibile,https//www.itpchiavari.edu.it/,NO,107,"VIALE MILLO 1, GENOVA",44.3203983,9.3232156,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEIS02300E,IISS N.BERGESE,GETD02301R,ITS C. ROSSELLI,VIA GIOTTO 10,Non Disponibile,Non Disponibile,Non Disponibile,https//www.istitutobergese.edu.it/,NO,462,"VIA GIOTTO 10, GENOVA",44.4230236,8.854335,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02300E,IISS N.BERGESE,GERC02301D,IPS C. ROSSELLI,VIA GIOTTO 10,Non Disponibile,Non Disponibile,Non Disponibile,www.itpchiavari.edu.it,NO,749,"VIA GIOTTO 10, GENOVA",44.4230236,8.854335,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02300E,IISS N.BERGESE,GEIS02300E,IISS N.BERGESE,VIA GIOTTO 10,Non Disponibile,geis02300e@istruzione.it,GEIS02300E@pec.istruzione.it,Non Disponibile,NO,462,"VIA GIOTTO 10, GENOVA",44.4230236,8.854335,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02300E,IISS N.BERGESE,GERH02301P,IPSSA N.BERGESE,VIA GIOTTO 10,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutobergese.edu.it,NO,749,"VIA GIOTTO 10, GENOVA",44.4230236,8.854335,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,GETF02401V,I.I.S.S. NATTA DE AMBROSIS SANTO STEFANO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile,www.itpchiavari.edu.it,NO,,"Non Disponibile, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,GESD024017,LICEO ARTISTICO EMANUELE LUZZATI,VIA G.B.GHIO 14,Non Disponibile,Non Disponibile,Non Disponibile,www.ipsisgaslinimeucci.gov.it,NO,,"VIA G.B.GHIO 14, GENOVA",44.3374245,9.3538514,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,GETF024031,LICEO E I.T.S. G.NATTA/ S.LEVANTE,VIA DELLA CHIUSA 107,Non Disponibile,Non Disponibile,Non Disponibile,www.itpchiavari.edu.it,NO,,"VIA DELLA CHIUSA 107, GENOVA",44.2712769,9.4003344,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,VIA DELLA CHIUSA 107,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile,NO,,"VIA DELLA CHIUSA 107, GENOVA",44.2712769,9.4003344,#N/A
NORD OVEST,LIGURIA,GENOVA,GEIS02400A,ISTITUTO LUZZATI/DE AMBROSIS-NATTA,GERI024012,I.P.S.I.A. DEAMBROSIS /CHIAVARI,VIA S.ANTONIO 9,Non Disponibile,Non Disponibile,Non Disponibile,www.ipsiaodero.edu.it,NO,,"VIA S.ANTONIO 9, GENOVA",44.4141965,8.926278,#N/A
NORD OVEST,LIGURIA,GENOVA,GEMM02000X,I.O. CONVITTO / SEC. I GR. SEDE,GEMM02000X,I.O. CONVITTO / SEC. I GR. SEDE,VIA BELLUCCI 4,GEVC010002,GEMM02000X@istruzione.it,gevc010002@pec.istruzione.it,www.convittocolombo.gov.it,NO,118,"VIA BELLUCCI 4, GENOVA",44.4146263,8.9283091,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEMM14100T,I.O. CONVITTO/SEC.I GR.COLOMBO,GEMM14100T,I.O. CONVITTO/SEC.I GR.COLOMBO,CORSO CARBONARA 7G,GEVC010002,GEMM14100T@istruzione.it,gemm14100t@pec.istruzione.it,www.convittoge.edu.it,NO,339,"CORSO CARBONARA 7G, GENOVA",44.4160209,8.9313835,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEMM181008,I.O.CONVITTO/SEC.IGR.DON MILANI,GEMM181008,I.O.CONVITTO/SEC.IGR.DON MILANI,CORSO CARBONARA 7G,GEVC010002,GEMM181008@istruzione.it,gemm181008@pec.istruzione.it,www.convittoge.edu.it/,NO,270,"CORSO CARBONARA 7G, GENOVA",44.4160209,8.9313835,SCUOLA SECONDARIA I GRADO
NORD OVEST,LIGURIA,GENOVA,GEMM18400Q,CPIA LEVANTE TIGULLIO,GEEE70601T,S.EL. CARCERARIE,VIA DEL GAZOMETRO 1,Non Disponibile,GEMM18400Q@istruzione.it,Non Disponibile,Non Disponibile,NO,,"VIA DEL GAZOMETRO 1, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEMM18400Q,CPIA LEVANTE TIGULLIO,GEMM70601R,CASA CIRCONDARIALE,VIA DEL GAZOMETRO 1,Non Disponibile,GEMM18400Q@istruzione.it,Non Disponibile,Non Disponibile,NO,,"VIA DEL GAZOMETRO 1, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEMM18400Q,CPIA LEVANTE TIGULLIO,GECT708005,CTP S.M.LIGURE,PIAZZA DEL MURIALDO 3,Non Disponibile,Non Disponibile,Non Disponibile,www.cpialevantetigullio.edu.it,NO,,"PIAZZA DEL MURIALDO 3, GENOVA",44.4071448,8.9347381,#N/A
NORD OVEST,LIGURIA,GENOVA,GEMM18400Q,CPIA LEVANTE TIGULLIO,GECT70600D,I.C. COGORNO,VIA 4 NOVEMBRE 115,Non Disponibile,GEMM18400Q@istruzione.it,Non Disponibile,Non Disponibile,NO,,"VIA 4 NOVEMBRE 115, GENOVA",44.4087408,8.9395028,#N/A
NORD OVEST,LIGURIA,GENOVA,GEMM18400Q,CPIA LEVANTE TIGULLIO,GEMM18400Q,CPIA LEVANTE TIGULLIO,CORSO IV NOVEMBRE 115,Non Disponibile,GEMM18400Q@istruzione.it,GEMM18400Q@PEC.ISTRUZIONE.IT,www.cpialevantetigullio.edu.it,NO,,"CORSO IV NOVEMBRE 115, GENOVA",44.4087408,8.9395028,#N/A
NORD OVEST,LIGURIA,GENOVA,GEPC01000P,LC DORIA,GEPC01000P,LC DORIA,VIA A.DIAZ 8,Non Disponibile,GEPC01000P@istruzione.it,gepc01000p@pec.istruzione.it,www.liceodoria.edu.it,NO,992,"VIA A.DIAZ 8, GENOVA",44.4014472,8.9431943,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPC020009,LICEO CLASSICO E LINGUISTICO C.COLOMBO,GEPC020009,LICEO CLASSICO E LINGUISTICO C.COLOMBO,VIA D.BELLUCCI 2,Non Disponibile,GEPC020009@istruzione.it,gepc020009@pec.istruzione.it,www.liceocolombogenova.edu.it,NO,952,"VIA D.BELLUCCI 2, GENOVA",44.4150788,8.9280271,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPC04000E,LICEO CLASSICO E LINGUISTICO G. MAZZINI,GEPC04000E,LICEO CLASSICO E LINGUISTICO G. MAZZINI,VIA P.RETI 25,Non Disponibile,GEPC04000E@istruzione.it,gepc04000e@pec.istruzione.it,www.liceomazzinigenova.edu.it,NO,820,"VIA P.RETI 25, GENOVA",44.4164516,8.886112,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPM030004,LICEO P.GOBETTI -,GEPM030004,LICEO P.GOBETTI -,VIA SPINOLA DI SAN PIETRO 1,Non Disponibile,GEPM030004@istruzione.it,gepm030004@pec.istruzione.it,www.gobetti.edu.it,NO,1143,"VIA SPINOLA DI SAN PIETRO 1, GENOVA",44.4100934,8.8983727,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPM04000P,LICEO STATALE SANDRO PERTINI,GEPM04000P,LICEO STATALE SANDRO PERTINI,VIA C.BATTISTI 5,Non Disponibile,GEPM04000P@istruzione.it,gepm04000p@pec.istruzione.it,www.liceopertini.edu.it,NO,1804,"VIA C.BATTISTI 5, GENOVA",44.3962265,8.9531109,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS01000T,I.O. CONVITTO / LICEO SCIENTIFICO,GEPS01000T,I.O. CONVITTO / LICEO SCIENTIFICO,VIA BELLUCCI 4,GEVC010002,GEPS01000T@istruzione.it,gevc010002@pec.istruzione.it,www.convittoge.edu.it,NO,247,"VIA BELLUCCI 4, GENOVA",44.4146263,8.9283091,SCUOLA SECONDARIA II GRADO
NORD OVEST,LIGURIA,GENOVA,GEPS02000C,LS E.FERMI -,GEPS02000C,LS E.FERMI -,VIA W. ULANOWSKI 56,Non Disponibile,GEPS02000C@istruzione.it,geps02000c@pec.istruzione.it,www.fermi.edu.it,NO,747,"VIA W. ULANOWSKI 56, GENOVA",44.4167752,8.8886241,SCUOLA SECONDARIA II GRADO
